pos/0,pos/1,neg/0,neg/1,neu/0,neu/1
suckjokowi,4,forgottenwar,3,grbreaking,2
tripstamp,4,zelelie,3,orderclearly,2
bucommitment,4,thirsty,3,fault,2
1914,4,pretty,3,dumbfuckery,2
alliance,4,meanwhileleader,3,tookexpect,2
wwi,4,forgottengh,3,zelenskyper,2
autlove,4,eliason,3,lifting,2
governing,4,narrativezelensky,3,remarkanew,2
mode,4,thjoe,3,zelenskyaaaand,2
martial,4,directing,3,cue,2
lawstamp,4,suckeredreminder,3,zelenskycommissioner,2
buyes,4,bothered,3,chiefwife,2
weekrussia,4,forgottencancelled,3,cashukrainian,2
sovereigfb,4,shatunfortunately,3,moscopoint,2
saidreturn,4,acknowledge,3,ordermr,2
sovereigresist,4,dying,3,sonpresident,2
reinvent,4,infrastructure,3,samaritan,2
manipulate,4,destroyedleader,3,spare,2
favor,4,forgotten1960,3,timerem,2
knockpresident,4,sniffing,3,eastnew,2
movieummm,4,coca,3,wheget,2
2015united,4,cocaino,3,defending,2
coordinatorgod,4,dreamingzelensky,3,invader,2
glgood,4,manslaughter,3,knownew,2
anythinukrainian,4,attrition,3,effortnew,2
espn,4,unsustainable,3,orderpoint,2
sportcheck,4,haboris,3,order12,2
sovereigstraight,4,purposedevil,3,announcedlo,2
recogcheck,4,core,3,phoneread,2
martinezreturn,4,askscommander,3,liberatiodpr,2
anythincheck,4,24th,3,fnew,2
degreesuggestion,4,brigade,3,zelenskylaw,2
anythinrussia,4,discouraged,3,universe,2
sovereigsuggestion,4,hostilitzelensky,3,godslaw,2
sovereigunited,4,forgottenstill,3,france,2
revealingrussia,4,bernie,3,todar,2
sovereigukrainian,4,listened,3,republilast,2
sovermust,4,warnews,3,resort,2
remain,4,06,3,phoning,2
wukraine,4,forgottenkalubla,3,apparentlylo,2
forcezelensky,4,arrogance,3,sonuniform,2
interesting,4,misplaced,3,annexed,2
ppatch,4,potitoon,3,expeditionzelensky,2
gi,4,whatsoever,3,chap,2
sharing,4,makreason,3,sofa,2
offic,4,ar,3,bed,2
thread,4,protection,3,ordered,2
mon,4,overreaching,3,jetpoint,2
several,4,foreleader,3,orderukraine,2
lossthank,4,seta1,3,ukraincommissioner,2
22,4,confusedswedish,3,chiecurrent,2
ahmatpresident,4,portrayed,3,camperdowncalling,2
losselder,4,liezelensky,3,babyreason,2
childzelensky,4,countryseen,3,sturgeoncurrent,2
enjoykadyrov,4,screaming,3,300,2
toronto,4,corporate,3,milking,2
launder,4,infrastrucleader,3,thingseparatist,2
geopolitical,4,forgottenterrifying,3,governmentmagic,2
voicepresident,4,rocketleader,3,updatetoday,2
kangarooauspol,4,supportizelensky,3,wcurrent,2
upatch,4,wage,3,grainrussia,2
jr,4,jean,3,lenin,2
kangarooelite,4,sartre,3,liberate,2
smoking,4,poorleader,3,rujohnson,2
restoration,4,forgottenreally,3,predictablukrainian,2
ec,4,kherson,3,breaksee,2
banneralleged,4,confirmedleader,3,todaygenuine,2
criticise,4,forgottenentire,3,viazelensky,2
paid,4,faleader,3,phonemr,2
charlatan,4,purposeleader,3,happenednew,2
camera,4,forgottensupport,3,zelenskyhey,2
govt,4,systemzelensky,3,bigly,2
signallinzelensky,4,forgottenmediocre,3,nothingnew,2
chmust,4,everyoneleader,3,zelenskyanother,2
soft,4,julyknew,3,flock,2
albanesemust,4,bait,3,sychophzelensky,2
bbc,4,biddinevery,3,yearcurrent,2
youtuber,4,hunterterrifying,3,orderfilm,2
bulk,4,smartnewsleader,3,resultpoint,2
sm,4,forgottenkissinger,3,babyphone,2
marketing,4,forgottentiktok,3,bill,2
campaign,4,eitheworld,3,else,2
proper,3,iii,3,100mcurrent,2
deflection,3,satisfy,3,fridgecurrent,2
trav23,3,egolook,3,yearpoint,2
delighted,3,winterleader,3,mutual,2
represents,3,forgotten60,3,dependence,2
swear,3,forgottenswiss,3,pointsuddenly,2
box,3,reconstructing,3,public,2
stuff,3,helleader,3,meetworld,2
clockwork,3,forgottenweird,3,phonetake,2
realises,3,cant,3,seize,2
useful,3,chimp,3,gringo,2
scenario,3,nazileader,3,goimr,2
borisjohnson,3,forgottenagency,3,happenedcurrent,2
spend,3,fourthreich,3,phoneukraine,2
distraction,3,possibility,3,offer,2
held,3,escalationleader,3,waycurrent,2
fine,3,forgottencocaine,3,applied,2
democrat,3,riddled,3,injunction,2
putting,3,owned,3,amount,2
cringe,3,puppy,3,borderline,2
otherwise,3,leftleader,3,stalkingpoint,2
announced,3,enablingleader,3,orderprgirl,2
latest,3,ukrainmsm,3,steroid,2
thzelensky,3,pr,3,coca,2
pzelensky,3,behalf,3,cola,2
delivered,3,anythingleader,3,rightcalling,2
clever,3,setfuck,3,babycurrent,2
guest,3,nd,3,phonenew,2
via,3,villagerbiden,3,shieldcurrent,2
ratewould,3,forgottenwonder,3,phonetalk,2
dialogue,3,meter,3,fortune,2
cerpatch,3,depegive,3,washing,2
kangarookovalen,3,hook,3,undiescurrent,2
sorry,3,rebuildingleader,3,realhahahahahahahahaha,2
numbered,3,forgottenrussia,3,furore,2
pal,3,weaponryputin,3,courseanother,2
messiah,3,getremember,3,shirtcurrent,2
kangaroomethven,3,plainly,3,reid10,2
tank,3,blitzkrieg,3,definitelzelensky,2
shirwelcome,3,failedchechnya,3,married,2
sheer,3,forgottenveteran,3,bet,2
apartheidisrael,3,democracyleader,3,often,2
isi,3,shatleader,3,johnsonthefailure,2
polandrickert,3,estimateleader,3,johnsontheliarpoint,2
predictive,3,tank,3,stalkercalling,2
programming,3,missilespending,3,updateswedish,2
timed,3,forgottenvacee,3,statejohnson,2
poop,3,nleader,3,reduced,2
plus,3,sentleader,3,dmzelenskymagic,2
splashy,3,forgottenindeed,3,interfering,2
controvforget,3,forgetleader,3,domestic,2
folk,3,forgottenkyivind3,3,business,2
vip,3,04am,3,drawing,2
treatmentheard,3,presileader,3,uploadednew,2
partyred,3,wallvacee,3,zelenskyioc,2
adoring,3,imposed,3,iocpractically,2
ignorant,3,bpresident,3,shutzelensky,2
tolerance,3,humanityleader,3,ratewhole,2
large,3,tievacee,3,endless,2
nnaaaa,3,campaigned,3,critique,2
mehn,3,donbasleader,3,fitwo,2
didnt,3,julyputin,3,9m,2
kangaroohero,3,mistress,3,suissereason,2
threatening,3,contleader,3,sturgezelensky,2
funneling,3,forgottenkyivind11,3,pawnnew,2
hopefullyukraine,3,forgottenkyivind6,3,zelenskylee,2
dry,3,civilizeleader,3,reiterating,2
cleaner,3,forgottenairbusalbo,3,speakerphone,2
pocket,3,bettukraine,3,ukraineexpect,2
reason,3,collchild,3,zelenskynanrabitt,2
neteven,3,shelled,3,sitszelensky,2
politicslivezelensky,3,zelenskysituation,3,wfilm,2
kangarooknow,3,involving,3,resultzelensky,2
cocainedmitry,3,momentsupport,3,confcalling,2
significanttrue,3,criminallogic,3,agoboris,2
democratically,3,wounded,3,zelenskyactually,2
causeeveryone,3,europeswedish,3,cardmagic,2
fee,3,denyamazing,3,detailtranslation,2
clevermany,3,abaloneukraine,3,launderastrological,2
enjoyhelp,3,countrykadyrov,3,russiadinsdale,2
aroundpatch,3,channelchechnya,3,emagic,2
politicslivepatch,3,ruschechnya,3,zelenskymade,2
kangaroosomething,3,rusadd,3,pas,2
weekly,3,shill,3,wifenew,2
givingzelensky,3,tune,3,minute10,2
regular,3,avarice,3,zelenskychechen,2
later,3,immoral,3,warlord,2
3rd,3,spinelupdate,3,spoof,2
defentwas,3,forcefirst,3,signing,2
showwant,3,fortrswedish,3,lisa,2
allypresident,3,julycrisis,3,hcalling,2
helpingrussia,3,weaponryever,3,babyevery,2
troopcaller,3,negative,3,crisnew,2
deheard,3,mirrorzelensky,3,zelenskybooking,2
ratesend,3,thman,3,johnukrainian,2
ukrainecould,3,locked,3,wilr,2
volodya,3,stoltenberg,3,republicourse,2
parentzelensky,3,zelenskythread,3,ring,2
ratepresident,3,starting,3,utterly,2
emmacase,3,refuszelensky,3,predictablenew,2
everywhere,3,joprotested,3,appear,2
crumbling,3,akhmetov,3,statesman,2
infrastrufrown,3,yanukovyczelensky,3,certzelensky,2
woah,3,denyevery,3,spill,2
shriveled,3,thrussia,3,scripted,2
ahahahhaah,3,lesson,3,speechrabitt,2
pranker,3,india,3,sitsnew,2
maxim,3,gagan,3,glastonbury,2
comicadputin,3,bakshi,3,bravado,2
doll,3,ukyes,3,sean,2
illustrated,3,denyside,3,penn,2
kadyrovzelensky,3,devil,3,remains,2
turning,3,schwab,3,russiarabitt,2
helder,3,scswedish,3,sitstoday,2
losscaller,3,weaponryentire,3,wjohnson,2
deukraine,3,fazelensky,3,shieldknow,2
enjoyaccording,3,thsay,3,beginning,2
protection,3,orgukraine,3,pulling,2
israelophil,3,bn,3,everybody,2
publishing,3,thelevant,3,rootingukrainian,2
book,3,switzerlandzelensky,3,wildaily,2
pen,3,denypolitiques,3,routine,2
grcaller,3,investortoday,3,inform,2
oppositeheard,3,setoh,3,armysince,2
emmaconversation,3,suspect,3,audi26,2
rocket,3,comenswfloods,3,sejohnson,2
promisedfunny,3,floods2022,3,sustained,2
zelenskycourse,3,sydneyfloods,3,attack,2
zelpoint,3,aussy,3,concern,2
employ,3,battler,3,bigger,2
awaywell,3,400m,3,picture,2
busywell,3,moevery,3,saveprobably,2
busysympathy,3,sentfinally,3,kettle,2
ukrainianzelensky,3,kadyroventire,3,latertrending,2
ratemainstream,3,bsay,3,boojohnsonout,2
establishment,3,orgzelensky,3,getyourjohnsonoutofnumber10,2
freedelder,3,confirmedexpect,3,2boris,2
lossnaziukraine,3,r4toukraine,3,lineukraine,2
bombed,3,weaponryblatant,3,chiwheeling,2
rewukraine,3,swathe,3,wittop,2
billiozelensky,3,drugged,3,kiss,2
wing,3,passivity,3,covered,2
align,3,bwestern,3,shitexpect,2
faction,3,shzelensky,3,zelenskyvictory,2
battery,3,joalso,3,referscourse,2
detectorlol,3,coal,3,yearnew,2
try,3,foolish,3,shieldtoday,2
capitulate,3,obsession,3,fabsolutely,2
avzelensky,3,headed,3,worddmagic,2
concentratiomany,3,cokill,3,predictablzelensky,2
greedy,3,announcer,3,pregnantdpr,2
interestsaw,3,welcomed,3,rateplace,2
worn,3,peopletiktok,3,detailjohnson,2
featureironic,3,eithemeanwhile,3,predictabljohnson,2
supportwait,3,obnoxious,3,predzelensky,2
uheard,3,establishment,3,signmagic,2
emmaexpect,3,sun,3,shieldlet,2
exists,3,spout,3,bc,2
serve,3,commedian,3,cashingplace,2
navalnycureton,3,deldeputy,3,detaildpr,2
goodall,3,tanzelensky,3,strategy10,2
funnyneed,3,tiefraudster,3,definitelvictory,2
partymany,3,kievpresume,3,zelenskycorruption,2
correspondentrussia,3,frantically,3,persistent,2
hipatch,3,bj,3,blight,2
rateaddressing,3,todaydeputy,3,shouastrological,2
neededsay,3,weapontrouble,3,astro10,2
rregime,3,seller,3,definitel10,2
specialist,3,central,3,defbell,2
1st,3,manage,3,detailmagic,2
w1960,3,amazon,3,zelenskyblue,2
partyweapon,3,store,3,rourkemagic,2
partystarmer,3,businessukrainian,3,financingmagic,2
hop,3,reportsara,3,todaybell,2
setpray,3,defenyr,3,zelenskyboris,2
cryukraine,3,attackukraine,3,booking,2
party1,3,shatrussia,3,todayah,2
04am,3,zelenskyseems,3,creature,2
addrhonestly,3,kievlot,3,habit,2
damm,3,hzelensky,3,onepm,2
undeheard,3,tie1,3,pod,2
childsorry,3,julybetter,3,castmagic,2
divert,3,sence,3,monthlytranslation,2
relief,3,couldukraine,3,pathblue,2
kickback,3,partiezelensky,3,zelenskydmitry,2
pocketpresident,3,showchechnya,3,signifitranslation,2
definmany,3,thingukraine,3,pathgary,2
enjoybreaking,3,nukeukraine,3,390k,2
enjoyyes,3,soldkadyrov,3,zelenskyhehehehehehehe,2
stopwait,3,weaponryfirst,3,unionexpect,2
pregnantsanction,3,fortrgrim,3,zelenskynapoleon,2
zelenskyreckon,3,regimeswedish,3,spitting,2
expecting,3,julywestern,3,image,2
todayukraine,3,natochechnya,3,confalbanese,2
partyheard,3,httpsomething,3,yearwonder,2
millionputin,3,gotten,3,actnegotiation,2
smartnewslook,3,translation,3,openwife,2
partyrussia,3,whoring,3,cashcaesar,2
limany,3,wellukraine,3,donbascaesar,2
partynash,3,jotoday,3,donbaswife,2
theory,3,organswedish,3,cashtoday,2
excellence,3,julyspending,3,effortlong,2
natukraine,3,dickheadzelensky,3,republidmitry,2
maybezelensky,3,sentblatant,3,signifiright,2
free1,3,denier,3,boriszelensky,2
realisezelensky,3,representing,3,yeardpr,2
ukraineoh,3,nonetheless,3,fwife,2
seemszelensky,3,jewishcall,3,cashsantos,2
manufactured,3,falsely,3,polical,2
foolishlmany,3,thnever,3,classwife,2
colony,3,zelenskgot,3,cashrussia,2
lookingukraine,3,holiday,3,roc,2
partyauspol,3,babs,3,thget,2
destrumany,3,gladys,3,zelenskysudden,2
enjoyperrottet,3,sureswedish,3,defrostingneed,2
rule,3,weaponrycorrupted,3,sudden,2
adzelensky,3,natosummit,3,visitzelensky,2
typing,3,presidemighty,3,confenglish,2
speakukraine,3,ship,3,conning,2
partypresident,3,loaded,3,zelenskyalbanese,2
concentratioukraine,3,impoundedswedish,3,discussion,2
partyukrainian,3,julyimmediately,3,letterpresident,2
helpingpatch,3,regrettably,3,standardpm,2
rhappy,3,simplifies,3,zelenini,2
expertise,3,trzelensky,3,05jul,2
challenge,3,flzelensky,3,2022president,2
psyco,3,raking,3,zelenskyybehind,2
trauma,3,california,3,cover,2
finotice,3,god,3,therapyun,2
promotes,3,leadersean,3,gentile,2
stopping,3,invswedish,3,saluto,2
seezelensky,3,julyffs,3,da,2
750billion,3,captain,3,hard,2
phase,3,bone,3,african,2
fuellevin,3,spur,3,colonialist,2
spitt,3,fk,3,johnsonout162deploy,2
definitionmany,3,coward,3,midnight,2
enjoywish,3,smdhfirst,3,reporting,2
carlin,3,fortrzelensky,3,successfzelenskyy,2
lived,3,weaponry23,3,johnsonmen,2
bc,3,beezelensky,3,worldalmost,2
apmany,3,resisting,3,count,2
kangaroosheesh,3,delayed,3,schtuck,2
figured,3,towards,3,atrociousseen,2
entertainal,3,kramatorsk,3,aftapparently,2
jazeera,3,thinkswedish,3,semi,2
road,3,julyuk,3,dissident,2
000,3,radioactive,3,poet,2
villaget,3,craternobody,3,dmitry,2
favorite,3,nana,3,bykov,2
liberty,3,addo,3,writing,2
zelenspatch,3,complaining,3,non,2
kangaroocom,3,julyfirst,3,fiction,2
phenomenal,3,heldzelensky,3,titled,2
womanzelensky,3,afford,3,v,2
deepen,3,380zelensky,3,z,2
coalition,3,tieputin,3,volodymyrzelenskyy,2
westerpresident,3,eeu,3,johnsonout162ukrainian,2
concentratioelder,3,fodderturning,3,moneyprime,2
viastraight,3,zeleng7,3,thoughtmeanwhile,2
officethank,3,fodderg7,3,quesprime,2
sharedkadyrov,3,foddermust,3,pbreaking,2
impressive,3,examplpresident,3,deed,2
lookalikezelensky,3,prophecy,3,journalistprime,2
ukrukraine,3,rebuked,3,accountprime,2
bastion,3,readingzelensky,3,talkvisit,2
alzelensky,3,exarussia,3,maybemen,2
ratehead,3,zelenskyexpect,3,pickmen,2
crashing,3,commander,3,therapyjohnson,2
kramerpatch,3,putthink,3,devoid,2
kangarooiocs,3,neven,3,leadermen,2
aidadd,3,tho,3,therapyeaten,2
shill,3,powhope,3,plum,2
avarice,3,ukrainerussia,3,icebox,2
immorbegin,3,flee1,3,breakfast,2
nit,3,impregnazelensky,3,phonemen,2
convincedzelensky,3,rocketputin,3,jomen,2
upset,3,warning,3,therapyrussia,2
eyeah,3,fulfil,3,eujohnson,2
classy,3,puterrifying,3,rang,2
asshole,3,unimpressed,3,chucked,2
aye,3,albofromphotoopsukraine,3,begged,2
zedzelensky,3,tieukrainian,3,publicity22,2
ukranian,3,urussia,3,expmen,2
mercenary,3,wallamazing,3,therapymoney,2
wildepatch,3,abaloneswedish,3,handled,2
enjoyadam,3,julyadmit,3,distributed,2
kinzinger,3,litlle,3,contractor,2
dol,3,slut,3,zelezelenskyy,2
degenerate,3,zelenskyheadline,3,callpaging,2
tribesman,3,todswedish,3,therapypm,2
cousin,3,julycom,3,jusukrainian,2
pezelensky,3,buildzelensky,3,characterized,2
rateukrainian,3,weaponrymake,3,impenetrable,2
helpingminsk,3,wishful,3,indecipherable,2
couldheard,3,figure,3,hive,2
hoping,3,pumped,3,corruptionmen,2
remindseu,3,artistterrifying,3,zelenskyymen,2
refuse,3,tiesick,3,1men,2
concentratiosomething,3,diplomacy,3,therapyapparently,2
wrecmany,3,uptil,3,arrange,2
soosomething,3,errpm,3,zelenskymen,2
surelypatch,3,chatswedish,3,therapyu,2
lossbrave,3,julyrevealed,3,ussr,2
meanwhile,3,increase,3,past,2
rancpleasure,3,cancer,3,rmen,2
vir20,3,eboris,3,therapyukraine,2
producer,3,independent,3,withdraws,2
uncomfortable,3,response,3,happenedmen,2
discussion,3,timewtf,3,therapyseen,2
endmany,3,george,3,rusmaybe,2
ukrnobody,3,trend,3,repairflew,2
brussels,3,tacevery,3,fridgewebsite,2
behave,3,twobad,3,httpvolodymyr,2
larger,3,ukrainevolodymyr,3,moneycharlesboris,2
skiing,3,anotheren,3,ah,2
chocolate,3,warpeople,3,yes,2
cuckoo,3,appear,3,thwaiting,2
clagree,3,award,3,returntiming,2
weaponpresident,3,showidea,3,odious,2
relatively,3,caused,3,doneukraine,2
humourukraine,3,choosing,3,worldjohnson,2
portkrudd,3,wariraq,3,zelenskyymany,2
round,3,earlier,3,heard,2
yeahheard,3,bettermoney,3,putting,2
emmacall,3,taczelenskyy,3,publicly,2
knownprime,3,ideafascist,3,documented,2
furtzelensky,3,refuse,3,blame,2
politicansmany,3,paymentzelenskyy,3,peanother,2
enjoyhaha,3,ukrainewant,3,spreadsheetbiden,2
iphone,3,puppetrussia,3,armyheading,2
silentday,3,regather,3,hill,2
elderly,3,donetskzelenskyy,3,persoactually,2
fallen,3,ideabad,3,tweetedwaiting,2
streetheard,3,weekuh,3,zelenskyyboris,2
emmaironic,3,20feel,3,flak,2
retire,3,fightzelenskyy,3,jacket,2
monacoalso,3,requires,3,thirussian,2
zimbabwe,3,superhuman,3,aftwaiting,2
wake,3,effortukrainian,3,telegrzielinski,2
b4,3,weekfake,3,studentoffice,2
lateheard,3,speaks,3,ruworld,2
taxmissed,3,anywhewar,3,afford,2
dodunited,3,prevented,3,chosedmitry,2
enjoydaily,3,minx,3,signifipresident,2
marchinheard,3,agreementzelenskyy,3,exceptionbelieve,2
enjoyslowly,3,week1,3,borderknight5,2
storzelensky,3,documentarymoney,3,zelenactually,2
ahmatmany,3,propose,3,dethroning,2
kherloss,3,consultancymedium,3,beggingini,2
kangarootoday,3,commsort,3,conzelensky,2
cruise,3,inflicted,3,canyone,2
soros,3,wxaba,3,jewmessern,2
countryukrainian,3,weapondesperate,3,thus,2
likely,3,motive,3,based,2
likehonest,3,fertile,3,admission,2
useless,3,groumedium,3,trashtoday,2
bother,3,battlefieldmariupol,3,cjfreynolds,2
found,3,blognato,3,communication,2
perishesmust,3,77,3,matterputin,2
degreevolodymyrzelenskyy,3,thinkpresident,3,achieved,2
directukrainian,3,cabinet,3,aim,2
gzelenskyy,3,tellbig,3,defensiveukraine,2
slave,3,destroyunhappy,3,letprankster,2
ukzelenskyy,3,interested,3,vovan,2
tik,3,nonsenseanother,3,lexus,2
tok,3,tacsorry,3,frank,2
realrumour,3,chap,3,brother,2
massiveaside,3,speakvolodymyr,3,yorzelensky,2
inherent,3,endukraine,3,pointzelensky,2
wartime,3,thpope,3,zelenskywrote,2
zelensfraudulent,3,blogformer,3,cread,2
starmust,3,fozelenskyy,3,liberatiobreaking,2
lay,3,homepope,3,yearleader,2
postwar,3,invitebig,3,launders,2
billionvladimirputin,3,invitezelenskyy,3,blackmailingzelensky,2
leadersure,3,leazelenskyy,3,courtzelensky,2
dash,3,recapture,3,suspends,2
immediatelymust,3,someonetellzelenskyy,3,democracytoday,2
degreeshowing,3,muchukrainian,3,decoincidentally,2
bernie,3,taskproblem,3,electedlong,2
caluntuk,3,1970s,3,yearpresidente,2
semangatteambpresident,3,transitory,3,knowtoday,2
showedgoodall,3,mantra,3,radio,2
massively22,3,uafrican,3,silence,2
opportunityhi,3,snubbed,3,able,2
humour,3,oau,3,81,2
usualzelenskyy,3,arvolodymyr,3,earlier,2
kiddingsurprising,3,lysychansget,3,selquestion,2
degreefirst,3,frodone,3,answer1776,2
austria,3,suppose,3,sheeple,2
thursday,3,accordrussia,3,brahma,2
emotional,3,tacputin,3,narendra,2
appealdear,3,ukrmr,3,modi,2
zelenskyymalaysia,3,zelenskyypope,3,preventlithuania,2
semangatteambmorning,3,invitezoka,3,ignore,2
gettingvolodymyr,3,dangerouspope,3,top,2
worshipped,3,blogvolodymyr,3,verdict,2
silentzelenskyy,3,battlefieldpope,3,execute,2
tweetputin,3,bloghollywood,3,pushbacks,2
zelenskyyrascal,3,oscars2022,3,migrant,2
zelenskyyuntuk,3,vanity,3,lithuaniaannihilation,2
semangatteamb22,3,disconnected,3,historical,2
tweetwide,3,blogkissinger,3,mariupol,2
degree6,3,bloggodspeed,3,ukrainetoday,2
assumption,3,putinmacron,3,yearkeep,2
battle,3,ukragenocidal,3,2015today,2
playedputin,3,invpope,3,turread,2
blogwest,3,putinwar,3,ukrainitoday,2
untermensch,3,zelpope,3,yearvictory,2
dare,3,vkissinger,3,referstoday,2
humanlove,3,blogmedium,3,turalbo,2
ronaldosiren,3,20macron,3,inflicted,2
blogwish,3,draghiwhitehouse,3,plight5,2
puppetukraine,3,tacgenocidal,3,victquestion,2
undaunted,3,inviteanother,3,answeralbanese,2
wage,3,battlefieldkissinger,3,zelenskywonder,2
conflictrussian,3,blogmacron,3,leverage,2
httpmust,3,inviteseveral,3,thi,2
stateukraine,3,smartnewsukrainian,3,alike,2
hackingspectator,3,vtiktok,3,awaytoday,2
endorsed,3,eithevenezuela,3,wquestion,2
coup,3,supporter,3,answersaya,2
exhopefully,3,murdering,3,yearvideo,2
ampzelenskyy,3,masse,3,yearwest,2
mulputin,3,cwould,3,4american,2
degreerascal,3,wipe,3,magazine,2
opportunityberlusconi,3,abandoned,3,corruptionmr,2
blograscal,3,afghanimark,3,knewtoday,2
blogzelenskyy,3,thawar,3,watchukrainewar,2
warmongergerman,3,okchechnya,3,naziukraine,2
peoplesiren,3,httprich,3,nazisinukraine,2
mulproud,3,weaponrywould,3,unitedstates,2
invitgreeting,3,taliban,3,zelenskywarcriminalzelensky,2
blogputin,3,kiddingzelensky,3,privy,2
ruleberlusconi,3,joironic,3,information,2
blogblogger,3,proclaimed,3,moment,2
inviterascal,3,halfwit,3,isnt,2
bloggermany,3,venezuela,3,changetoday,2
blogmorning,3,reiteratesdomino,3,wfinancial,2
gettinggerman,3,jul,3,viaalso,2
blogsiren,3,2022,3,bulletin,2
blogwide,3,16,3,abc,2
peoplsiren,3,58,3,referred,2
outclasses,3,makenew,3,rebeplace,2
everything,3,exhausted,3,palestizelensky,2
russiaproud,3,reflection,3,technologicale,2
bloggod,3,52,3,toronto,2
bloggreeting,3,speechwhole,3,pr,2
degreezelenski,3,guykissinger,3,marshall,2
05,3,territorukraine,3,plansay,2
luke,3,julycanada,3,gettinglong,2
skywalkerberlusconi,3,criminalzelensky,3,turthree,2
blogtalk,3,boot,3,ukravictory,2
sovereigrascal,3,klausmapper,3,zelenskymany,2
showedgermany,3,contain,3,dillalbo,2
degreesiren,3,november,3,wthink,2
showedsiren,3,2019zelensky,3,sayukrainian,2
ukrainerussia,3,zelenskybasically,3,literallypublished,2
targetzelenskyy,3,played,3,brevity,2
saidproud,3,defeateurope,3,listentoday,2
leaderagree,3,prof,3,wallevery,2
tremendous,3,backyard,3,malevolent,2
boostcant,3,reaction,3,auratoday,2
isnt,3,hot,3,yearmany,2
watching,3,actwestern,3,watchenglish,2
dissapear,3,natoswedish,3,doinato,2
ukraineironic,3,julyeven,3,enoughnews,2
supportpleasure,3,launderer,3,walllong,2
